sellerid_2,seller_id,seller_zip_code_prefix,seller_city,seller_state
S2449,20d83f3ef0e6925fd74bfd59170babf7,2804,sao paulo,SP
S0079,59417c56835dd8e2e72f91f809cd4092,13480,limeira,SP
S1924,a13580f0e8f782b7a543885a0ef99f08,22790,rio de janeiro,RJ
S2292,ccada0ef508e698917a6eab263375905,85948,pato bragado,PR
S1613,4bde6149c15cf7e177b36fa060dd6de8,99500,carazinho,RS
S2384,fe1bbc5feda5c8979a8a1b3b2512d5a6,38680,arinos,MG
S2606,23a0ffca143a15b9b5bbdb7d552f626a,13520,sao pedro,SP
S1876,32b8764b4ef628b53608fc34011fcc13,88504,lages,SC
S2877,e7df4cd29ab5abab70fb0783ddb53987,4122,sao paulo,SP
S1219,0432ead42b6c8a0bdf68154add917fdf,9320,maua,SP
S2322,7e959205cebc10adefcb331f934238a4,1223,sao paulo,SP
S0118,2a261b5b644fa05f4f2700eb93544f2c,13660,porto ferreira,SP
S1079,f680f85bee2d253556ac91be391d2c82,6365,carapicuiba,SP
S2338,3785b653b1b82de85ab47dd139938091,85640,ampere,PR
S2983,d379f449f2a3b271bc01c0782020f705,35500,divinopolis,MG
S2313,7ea5bfa6c340f58f8e71fc1f0412b0d6,30180,belo horizonte,MG
S1428,dc120d932ddf9d4dfb6fd68beefda622,83010,sao jose dos pinhais,PR
S2643,6902157ee16728322d61a1321fa79e58,1026,sao paulo,SP
S2046,f3041c2e75ec683697a6a5ea82192210,35680,itauna,MG
S1190,c54679b132454625907c773d273d4126,11443,guaruja,SP
S1550,d26aa40b90272d4843d63be7c1462c8d,3065,sao paulo,SP
S2288,a2fa0bdc798ee84cdb08281337cf4fb6,88063,florianopolis,SC
S1555,bd697db56ff8e7c9cd1abeb7f72029b2,3533,sao paulo,SP
S0669,2aafae69bf4c41fbd94053d9413e87ee,91901,porto alegre,RS
S1554,483ca627d131e18f988349b1655c0acd,13800,mogi mirim,SP
S3040,1a3df491d1c4f1589fc2b934ada68bf2,89224,joinville,SC
S0808,e81e1f9c3e762e620f3fb60a51499e16,89520,curitibanos,SC
S1919,4170f6a9367e6b5d6401d03ce6d54569,71906,brasilia df,DF
S1971,4e480be820e37de1444325ff358c9296,37410,tres coracoes,MG
S2294,6560211a19b47992c3666cc44a7e94c0,5849,sao paulo,SP
S2925,3da38366e7bd9baf6369071f782ecdf0,60346,fortaleza,CE
S0757,e3e290b38963293022cdcd6db8328103,1403,sao paulo,SP
S0040,70b52a4cfc823994561b00bad161b4ed,2727,sao paulo,SP
S1800,c1552b1dab6e6f760950368ae61fb600,12215,sao jose dos campos,SP
S2717,596849622429351f47b32e6cae1055ff,8710,mogi das cruses,SP
S1113,e6ffc9ac6a7adc9d16a1cfc2286dd546,2565,sao paulo,SP
S1940,bf0045791395e66460eb04749c68672a,4256,sao paulo,SP
S0413,718539d38d07dd351c76db862760e2e2,13088,campinas,SP
S1590,b76f4d90e85657a240495c876313adc5,13185,hortolandia,SP
S2910,979e9f8b5b39dd243a2550c8b05aecf0,4160,sao paulo,SP
S1407,22a23e5ac7061fc538cc2a019afaaf16,30310,belo horizonte,MG
S2507,0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR
S2270,9200e6ce317b67196b6b0bad4d4bd567,20771,rio de janeiro,RJ
S2458,4c60877808f4318ef1107fbeb8f89afa,12940,atibaia,SP
S0866,3bb32fedaa74e4ad20f4ce067733bd31,88210,porto belo,SC
S2144,ae8bfdbf1c2a2a2dee92d799db0a31c6,85900,toledo,PR
S2399,1927cdb9fa74f5270097f6250e8e8f34,17511,marilia,SP
S0995,8a87611c08849ffeeccab52aa798b6c7,82940,curitiba,PR
S1024,679769a98cfcc6da877c8486ff1c13f3,35162,ipatinga,MG
S2991,acf974e4d5950ad143a247471b831eb9,95059,caxias do sul,RS
S0560,20a7efa9721046319bdde5d60b6b5365,88790,laguna,SP
S0671,febab0275244b9a49a623f0bd613ca2f,13920,pedreira,SP
S1828,f3da5b2ff499efb8d4a6d371d175d7dd,2407,sao paulo,SP
S1534,436bf27f2f18474fc6047702e9f8a866,13041,campinas,SP
S3077,d2f3e277560ed4c6361284429b00f037,12942,atibaia,SP
S0400,cd843d4cf8ef32827de0396605163ba3,36071,juiz de fora,MG
S1449,67883baaae6134ee81b271a542613728,1310,sao paulo,SP
S1023,7dc9a3355bae96dd82008b313d3a456c,36213,dores de campos,MG
S1821,05e107217c7266362fd44b75b2cd4cc4,5353,sao paulo - sp,SP
S1936,1acde099eb406aa220b1169b188b42da,2532,sao paulo,SP
S2813,d97df38225e5abadaff1e72cb72b823c,9560,sao caetano do sul,SP
S0993,45213867cefbf2cd4c6177e10216a951,13603,araras,SP
S1225,61b893c57e33626afb104d4112b1be76,37142,divisa nova,MG
S2050,a420f60ff1aa9acc80d0e42959f2b313,5138,sao paulo,SP
S1411,ff4ea69c2a729e83e63c7579e4ef8170,7071,guarulhos,SP
S1853,fa5fdc4e4bb6bd1009ad0e4ac4096562,9111,santo andre,SP
S0533,916748bc99315c2d202898ae58b1617e,18040,sorocaba,SP
S0424,bc2ac6b95e1accce9858528ee566c17e,13085,campinas,SP
S2247,25debeafbce801fdd479539350185eee,17350,igaracu do tiete,SP
S1566,02c988090b766852e088c69d7fb3b551,13473,americana,SP
S2363,e5f9e61ceb5f523cc966e0f34095032f,88353,brusque,SC
S0218,ad97a199236354e53fcd91a5a913e9a2,88350,brusque,SC
S0096,3606774ec64634822d78dc2db6d37045,9510,sao caetano do sul,SP
S1533,94165aea8a35c3c21499cbcae239b16c,38412,uberlandia,MG
S1127,c8665a4dd081a2c436b1cd921079d0d9,14750,pitangueiras,SP
S0571,c7dcd301ecfe5ab7f778ac172cf74be7,30120,belo horizonte,MG
S0564,6c17baf138731a4aaacc3210adf2037b,14400,franca,SP
S2799,50c361bcf670d16f6df4d52de3dff924,4131,sao paulo,SP
S0003,32e5635e63cb374eb63afdd242fb6134,22451,rio de janeiro,RJ
S1247,c1f12f926d0ba950578b4fa41115cbb6,4317,sao paulo,SP
S1220,8602a61d680a10a82cceeeda0d99ea3d,1001,sao paulo,SP
S0870,c3acdfac4e3e97ff87529454fbc03642,5705,sao paulo,SP
S1585,fde0cc9ea29c8ccfc0a2c22256a58c71,81650,curitiba,PR
S0401,e63e8bfa530fb16910dd6956e592bb81,7160,guarulhos,SP
S1260,c4f7fee5b0db50e87766f5a4d1b1b758,18085,sorocaba,SP
S1891,d7485b33791774c36108f8c69602d48d,81020,curitiba,PR
S0090,515d781150feed28a6ac091bb0e3cb8c,79090,campo grande,MS
S0885,e908c0f3646e8b60375734a350d95d71,1226,sao paulo,SP
S0436,2646baaf662d4d92ac48f047e35db92d,3303,sao paulo,SP
S0385,13fa2a6c6b9d0f43cb588d7c82117a12,3567,sao paulo,SP
S1948,5343d0649eca2a983820bfe93fc4d17e,9270,santo andre,SP
S1439,7c9130f5f3729edd32aa059141d92484,17400,garca,SP
S0797,e4ebd3f87bf70440014f07ddda7fbe03,19470,presidente epitacio,SP
S1087,33a17d60c64393351ebf1ef860f4e0f2,91510,porto alegre,RS
S0672,640e21a7d01df7614a3b4923e990d40c,14940,ibitinga,SP
S2575,d57e18d5f73c7ccb7f7339b61166898d,3613,sao paulo,SP
S1198,dd2bdf855a9172734fbc3744021ae9b9,31255,belo horizonte,MG
S1798,9d213f303afae4983637247556438ede,14940,ibitinga,SP
S2014,aadfe0417e61315688b6bd7043361e25,74340,goiania,GO
S3053,079d295dcbf06ee8bb1b65ba964eb2b6,2124,sao paulo,SP
S2595,55c26bcb609f480eb7868594245febb5,14910,tabatinga,SP
S1454,cbf09e831b0c11f6f23ffb51004db972,9726,sbc/sp,SP
S0774,7fdb0720c8d7c9075538b365dc8c3a22,85904,toledo,PR
S1769,933446e9a59dece7ae9175103820ca8f,81730,curitiba,PR
S0461,3f8247d0f772ffa58560e5c682521ad5,89211,joinville,SC
S1785,e46bc031f2c5bae4ccb40bb90712e9b4,5174,sao paulo,SP
S0207,4aba391bc3b88717ce08eb11e44937b2,45816,arraial d'ajuda (porto seguro),BA
S0081,fcba71d4d5db057f43249145e4eb1e27,13481,limeira,SP
S3004,c747d5b92c7648417faea95d36d763e8,61800,pacatuba,CE
S2747,715bbd5ba4e6b74cb0d2f29eb45058b0,13930,serra negra,SP
S2568,1430239a858e7682bbc43b20758af153,4087,sao paulo,SP
S2382,bb7a14e229b1c95156719c3d9552eeee,23095,rio de janeiro,RJ
S2992,d598f929fc44e1e38678e7f47250ec04,73801,formosa,GO
S2627,edc518ba25576a0188a0e8f2c3af186f,7023,guarulhos,SP
S0322,4c18691b6037662be2df78a765d98ab5,3167,sao paulo,SP
S0886,8f2b51a30523cdecddc2f179f351c7d6,4833,sao paulo,SP
S1794,6b536a23086fba0d58c08d68814397f6,24346,niteroi,RJ
S1235,95f83f51203c626648c875dd41874c7f,37564,borda da mata,MG
S1040,6b243f80ed07b10f0e8aa0f21a205f3c,81825,curitiba,PR
S2598,e7f3bf1ecd8526eb7f3b18059e6716e5,11680,ubatuba,SP
S1576,4d600e08ecbe08258c79e536c5a42fee,85988,entre rios do oeste,PR
S1152,2089a6d640999f9b9141ac719b2af596,13566,sao carlos,SP
S2558,2a167ca73899c85001a837d8fb4962f6,37540,sao paulo,SP
S1836,458c6fa920810ce2492da71bc26d9eec,15813,catanduva,SP
S3044,7494d0dcba8551df6cf37f1b905dc2f7,11013,santos,SP
S2362,698f5fa55a5f73d0740e9d9a773e8093,20751,rio de janeiro,RJ
S0277,4f0d637c1197fd65405ebd755ac9f86b,6768,taboao da serra,SP
S1402,3969863bb8af7f72580b3b1ffd3a17b3,3550,sao paulo,SP
S0750,2a5b78b41cd05baeac8df54c6606b92c,35570,formiga,MG
S2145,1f7dfad2cb384ea4d2d7e1ffbd78c407,1139,sao paulo,SP
S0175,08f5819815f3d06545011850bd70f0a8,11075,santos,SP
S2730,b32be1695eb7ec5f10f72d9610a12527,95012,caxias do sul,RS
S1069,b94cc9f10ddc85e4ba73a6f7974e7101,27930,macae,RJ
S0346,53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA
S0511,6df688df543f90e9b38f4319e75a9d88,31230,belo horizonte,MG
S1469,7f40d06aa0b5f1aa4f41af8c0480e2ef,13506,rio claro,SP
S0131,dd88d13bea9e4c2bf47daf224f8141e5,95900,lajeado,RS
S0976,72c38a04bd6a1c3dbc5298425a0db86d,85804,cascavel,PR
S2895,9e17b9d64683aebcbb9ee362d06463b4,14020,ribeirao preto,SP
S3014,b5bb2b985208834bd5bd86c7a402bbad,95800,venancio aires,RS
S2342,b1fecf4da1fa2689bccffa0121953643,79107,campo grande,MS
S1179,7b1222c3624aa89b9558b50a2594188c,15041,sao jose do rio preto,SP
S0979,e595809a6c31ec4314fd06ef198c244d,88370,navegantes,SC
S1419,ba6b68b55fe8704377a7d43c8e5c0185,30130,belo horizonte,MG
S2256,b8114f2f589a6804810f04f99b36b498,9633,sao bernardo do campo,SP
S2899,83d7070a0b9a8b4625fa8682b819fabb,6717,cotia,SP
S0654,570d4583587a5fe2d47c7be89b91ad27,2220,sao paulo,SP
S0641,9591fc341b1bfb7ef561e2968ec6e011,4456,sao paulo,SP
S0138,0af977692321d895349eded183341d28,11070,santos,SP
S0167,b33aaadd1a8891d2dfef0c4c3bdf0371,13481,limeira,SP
S1859,5d9dc90a686a8fddacffab6bab5653a3,6513,santana de parnaiba,SP
S0076,cc80e2f693fa6e2408f47ccf62413fc1,81050,curitiba,PR
S1442,dee656f0f566ed1aa85bd137c943f08f,12701,cruzeiro,SP
S2580,ace601496e211a664100321f038f50af,2372,sao paulo,SP
S1527,d673a59aac7a70d8b01e6902bf090a11,14940,ibitinga,SP
S2532,966cb4760537b1404caedd472cc610a5,9920,diadema,SP
S2157,d4a5e99e0dd915df64ba55a7fbd583fd,5041,sao paulo,SP
S1857,6bcb2352a2a0c38b845f598298ab9d26,87050,maringa,PR
S1834,2c2c9832d1bb38c5b0034a3b47d313ee,97050,santa maria,RS
S0036,f3b80352b986ab4d1057a4b724be19d0,71200,brasilia,DF
S0700,b452cb0ae35044c4a53179c39f49fb06,18047,sorocaba,SP
S2913,0307f7565ff85b299b6e5ef162b1b1a9,15085,sao jose do rio preto,SP
S0967,ffeee66ac5d5a62fe688b9d26f83f534,15130,mirassol,SP
S1304,3bfad056cf05c00dabe2f895925d83b1,6033,osasco,SP
S0156,9aa388272ee334b6ae07bc73706e254a,36886,muriae,MG
S2024,74bafed391319577bce6f4d2acc0589a,1311,sao paulo,SP
S2339,2b03ac196f5ed62ac483960fe0fa3b65,2510,sao paulo,SP
S0300,0b64bcdb0784abc139af04077d49a20e,92420,canoas,RS
S0687,0bfd0b434243adc5c2e1aa6baf19c6aa,22745,rio de janeiro,RJ
S2734,92d14edfb62ee5ae7fdff70b0f4e7233,9810,sao bernardo do campo,SP
S2534,5e105f5c9f63f5f1fd75d6cb942e55b1,15076,sao jose do rio preto,SP
S0744,2fb25ab44bdbeae6a4d816e0d0c9d500,27274,volta redonda,RJ
S2536,ed4311e67debd72b8610a5347a743087,7170,guarulhos,SP
S0905,5bf397d04035b5f45cc41e82ec106803,4144,sao paulo,SP
S2331,f9bbdd976532d50b7816d285a22bd01e,5319,sao paulo,SP
S0555,e3e15e2c0b9700561efac21c6be48066,5315,sao paulo,SP
S0588,a5bff0f43eb51f0cad7c37fac7244c8a,4827,sao paulo,SP
S0926,f52c2422904463fdd7741f99045fecb6,9230,santo andre/sao paulo,SP
S0968,14f2b3587172b9db894c9bad8dab520b,95240,ipe,RS
S0810,1354d51653f645349064725ed204e85e,1230,sao paulo,SP
S1998,eaaa46e98c9e61f6764dd1d7a2ab8b3e,59775,messias targino,RN
S1588,5b664594895aefb418afaee6d40a9a23,25750,petropolis,RJ
S3090,bf00385a5f7fc1ef39a13c2e9ee50a5f,1224,sao paulo,SP
S1825,391bbd13b6452244774beff1824006ed,13082,campinas,SP
S1503,c714262700f93defc16bf17a51a4cb23,2751,sao paulo,SP
S2196,bcd2d7510d58e293f20fad6438c1b314,81540,curitiba,PR
S0310,ec4608a1f76453166bb312b2968aeaf4,13660,porto ferreira,SP
S0597,5c603ffb38cbbf25a0e0698941324143,37004,varginha,MG
S0422,2bd05d410a8fd26dc4184a15f4f2f588,31130,belo horizonte,MG
S0697,4dab98ca6cd6d3df586203cefd28a042,91150,porto alegre,RS
S0452,293dee954235e4e4e43f129313625ebe,72125,brasilia,DF
S0141,cd68562d3f44870c08922d380acae552,14050,ribeirao preto,SP
S0180,082e0bf4cb865a6533b1e8e498cc0255,18608,botucatu,SP
S1776,c286ec035ee04ba81c97508f0b5df544,81320,curitiba,PR
S0683,dd8a29ce82d5c705ba932d81494600a5,8220,sao paulo,SP
S0057,41da412d33e8da4f22baf55cb1bde82c,29260,domingos martins,ES
S2890,782f78b632a43875dd5b53e3e49c9564,13030,campinas,SP
S0091,28405831a29823802aa22c084cfd0649,3644,sao paulo,SP
S2957,fe19dce63ae80346207c6c55713d1023,38010,uberaba,MG
S0580,a67780aba9dd436e7ac0aa1f889e73ec,19027,presidente prudente,SP
S2912,d594982fd877af63ace38ea1fca27c76,1031,sao paulo,SP
S1565,dda37071807e404c5bb2a1590c66326f,3282,sao paulo,SP
S1986,5bc55dbe2f12b6af6d83ed46023e0dc8,35170,coronel fabriciano,MG
S1367,b1b3948701c5c72445495bd161b83a4c,3390,sao paulo,SP
S0661,4e92348462c75b6c842b994ce84a0ed4,94930,cachoeirinha,RS
S1741,6e13dd869aa7185f601c941423abcc8f,5311,sao paulo,SP
S2161,723cd880edaacdb998898b67c8f9da30,14940,ibitinga,SP
S0034,00ee68308b45bc5e2660cd833c3f81cc,3333,sao paulo,SP
S2488,1fbe10c70e30765ed1de86d9f7e98409,9320,maua,SP
S0770,001e6ad469a905060d959994f1b41e4f,24754,sao goncalo,RJ
S2092,685b870da5b52a710782c9c0fefbeb5b,9820,sao bernardo do campo,SP
S1025,701938c450705b8ae65fc923b70f35c7,15014,s jose do rio preto,SP
S0341,f3862c2188522d89860c38a3ea8b550d,14092,ribeirao preto,SP
S0485,f5f1f2c5f923f36ad79ea1d07185ddc9,19820,taruma,SP
S0142,cf8ab1616079e2793aa29d524df01bb1,4088,sao paulo,SP
S0690,160851d3ece7aa1a510f8d1a4bb8a8af,17400,garca,SP
S0567,61c36f0fc4a47f9532e5512b66668e62,7043,guarulhos,SP
S0570,59b22a78efb79a4797979612b885db36,38414,uberlandia,MG
S2373,553a440137d6e0cf776aee0bb83ac9f5,13481,limeira,SP
S0781,ea8482cd71df3c1969d7b9473ff13abc,4160,sao paulo,SP
S1938,72bc2cce903c872fe376a8faaa81d237,4693,sao paulo,SP
S0023,65c255b299faf2d12050937cc219c46c,3060,sao paulo,SP
S0066,f09e26011d833ddab11593c1a097a92a,13632,pirassununga,SP
S0357,72c73be2b085b9d57650dd53eb2004c9,2116,sao paulo,SP
S1387,c2bda99904207edd1834f03e0022b007,8280,sao paulo,SP
S2796,3d4824f20035949c710eaf111f869d39,18015,sorocaba,SP
S0231,042573af89b6d931f672efaf789d8358,18015,sorocaba,SP
S0349,5b925e1d006e9476d738aa200751b73b,4567,sao paulo,SP
S0565,06bb3a2fe5e7b7a845b13e8fb91bd944,31844,belo horizonte,MG
S2303,5f5a58930c3c35f3b5af264f34fb8c85,14020,ribeirao preto,SP
S1529,fe2032dab1a61af8794248c8196565c9,13030,campinas,SP
S1438,3092c0b297aacfb4bb6e056ebe13b9b8,7402,aruja,SP
S1538,c004e5ea15737026cecaee0447e00b75,2035,sao paulo,SP
S1856,8629a7efec1aab257e58cda559f03ba7,74223,goiania,GO
S1110,1c56ffe0e9dea2657fc6e95b53f40b13,13575,sao carlos,SP
S0126,74a9b9bddf14ece02beb81f52c41a88d,1156,sao paulo,SP
S2660,1cbd32d00d01bb8087a5eb088612fd9c,3363,sp / sp,SP
S2332,850857dfac77488c307e2b1cbd84ab5a,85802,cascavel,PR
S0595,e0a366315b1b726b6c7832d664c0f530,2258,sao paulo,SP
S1586,4049512728d969bec69f84088b012416,30310,belo horizonte,MG
S0682,120476eb7a04c149d14772edaf5d9bf2,23954,angra dos reis,RJ
S2978,cd6efc47efaabf134f8bdb654e10b4f1,23050,rio de janeiro,RJ
S0512,2a7c6c0b0d5efde2bf75ec1e1cec2d41,87015,maringa,PR
S0308,4e17c65a516f69d023a2ae78b84f28d6,8673,suzano,SP
S1826,a8739afb32aaa45e01815ca76f76f54b,9850,sao bernardo do campo,SP
S1285,d4828feed4cda2cd9d6b37899a95a71e,63020,juzeiro do norte,CE
S2705,e3d3b3efac954a60d61be70b7e05b49b,3370,sao paulo,SP
S1033,d558ebe531605a1285ab2b1bc3256dfb,35501,divinopolis,MG
S2356,c7a0a13cbcf29d5ce51c8f80afdc0b89,89170,laurentino,SC
S2182,33ac3e28642ab8bda860a2f693000e78,6717,cotia,SP
S3083,8936ba0de1073ee888cb3185ae5dc661,3372,sao paulo,SP
S2650,18a349e75d307f4b4cc646a691ed4216,1319,sao paulo,SP
S2824,a72c2f59332659e361d647515c698798,95270,flores da cunha,RS
S0969,b55638ad525e906c698fa2ce742c1742,88780,imbituba,SC
S2403,be9a160a9011f627c3e121d076c1ec7b,89256,jaragua do sul,SC
S2233,ed859002ad59dbf8cf3602696a6c3000,86035,londrina,PR
S0018,12b9676b00f60f3b700e83af21824c0e,95780,montenegro,RS
S1371,ef2fbc2b607d8492bcffe657a4645434,20051,rio de janeiro,RJ
S2437,a080fc8a850289b27500f6b49cca2553,3382,sao paulo,SP
S1253,9c57bc60cfad5ee62d35d3f1ce4593a1,81200,curitiba,PR
S1263,9539213aa8e023c01937bef95dc006da,3673,sao paulo,SP
S1032,69a43819c758c65a5befb0b471c954d7,86802,apucarana,PR
S0290,8fdca8e349553f99bc738833a62c8802,2189,sao paulo,SP
S1122,0bb27263628258b8111a0262769fa9db,3077,sao paulo,SP
S2645,08061dc0fc165ed41288cc7acde738ee,6036,osasco,SP
S3018,4ebdc7e6cd6102a022dadc49156d4ea8,5030,sao paulo,SP
S2550,f918546be4bec7104d117789ba758b2b,5634,sao paulo,SP
S1517,eb4a59a06b3948e851a7d7a830bcbc42,41820,salvador,BA
S1372,80146bc52c4f6af5239b23de2a20262b,6753,taboao da serra,SP
S0731,4091f77d8c768fc3e81c20761471761d,3059,sao paulo,SP
S1338,0dfbed20065e425d2eaefb101f9816c0,13660,porto ferreira,SP
S0988,26bad72add1f86e08a776ce4ffdaf1ca,14470,pedregulho,SP
S1078,e174dc2de86d60fee178170a154c05e7,9210,santo andre,SP
S2689,612170e34b97004b3ba37eae81836b4c,93542,novo hamburgo,RS
S2276,2a84855fd20af891be03bc5924d2b453,30111,belo horizonte,MG
S1008,cf2384dd2f1dddea3f838efed0945e65,13930,serra negra,SP
S0219,377bc18334c78dd2f1535ef22a3ad225,83015,sao jose dos pinhais,PR
S3050,439a47cc365d6e3bd526812ea9de3c29,8730,mogi das cruzes,SP
S2872,6ba4733aa33f6386e9fb0c0fd3993b38,95560,torres,RS
S0811,4b39558c138930b9e5489c93b6df5fe3,49055,aracaju,SE
S1382,4b9750c8ad28220fe6702d4ecb7c898f,13484,limeira,SP
S1845,278b6e0b20c4f61fefaa0577943d7a35,88316,itajai,SC
S3003,ba8e85df286308fe68a2ce83a8f8b2d6,88135,santa catarina,SC
S0006,2059c39f76271d4ca3f15b5ffaccc8b8,81930,curitiba,PR
S0386,5a05a16bb50629ee31afab8a6d4c2674,95076,caxias do sul,RS
S1060,edb65fe661681b1c0de8bd47c8655855,8111,sao paulo,SP
S0459,8cbac7e12637ed9cffa18c7875207478,89254,jaragua do sul,SC
S2031,fdb9095204a334cd8872252ffec6f2db,3331,sao paulo,SP
S0121,0cab2da43793a6f3c5ed8514c5f54627,80060,curitiba,PR
S2995,5b97c06a046398e7005b2b7c0d707a92,38770,joao pinheiro,MG
S2761,aae3bfea055532c57fb453ed3ec80b30,9271,santo andre,SP
S0611,866558b3bccef2dbc6d29a2b5995016f,86706,arapongas,PR
S1770,cb5df0dcb9e280b1780e9d589889f2c7,15115,bady bassitt,SP
S0206,9bcdfa7b615b3abb9461d9e3ad9886ae,89053,blumenau,SC
S2848,271c58a1d139c45eaf3316107c6d3a3b,3632,sao paulo,SP
S2158,2dee2ce60de9709b1a24083217181a1f,78552,sinop,MT
S2665,a154d7316f158bb42e6fa18bbe3afd3a,3804,sao paulo,SP
S1512,f84fa566034f5e8e880a07ec624c56af,13330,indaiatuba,SP
S1523,4c1c7281388a33dd06daac44f9fadbd1,17510,marilia,SP
S2217,2063dd1b9f568df1c16741ea7d3e6adb,85065,guarapuava,PR
S0255,9cea4682e16655f7da87f406902e989e,83707,araucaria,PR
S1297,b1ac6ea7895bc3dd6f0f6f4abbdd2821,92030,canoas,RS
S1717,851773c885feb5e2da3b4f82bc2b17ce,18683,lencois paulista,SP
S2195,0ff83046c3fa22efee8ecf291888b191,95110,caxias do sul,RS
S0794,2b2fed75b8e5ea3a052fc4c0825da485,36015,juiz de fora,MG
S2970,9f50216bfd01913736a55a11b55ea842,12020,taubate,SP
S1614,2d518637f53161b973e01f56ea4bb88e,2992,sao paulo,SP
S0419,aafe36600ce604f205b86b5084d3d767,88115,sao jose,SC
S3084,efff9341f3f8f5237b44ff67ed36a7bf,29090,vitoria,ES
S0678,a7d0f8dd44f57ef6de7f7f02e3d82630,3225,sao paulo,SP
S0864,5b07547f10dd980738a1a27f685af669,7013,guarulhos,SP
S1921,a99504ac23ed125aaf5302af6cc30af9,14300,batatais,SP
S0543,5882820ef11c4c068eea0677a7a879b4,95082,caxias do sul,RS
S2973,7357b52d27cbaa90f81a96cbc1279396,33400,lagoa santa,MG
S0216,180c3376aff0e43dd5788709df48a843,9911,sao paulo,SP
S2146,b4b447d715f9ab302a188fb43d3e96b3,4711,sao paulo,SP
S2762,5e25c632f9db6cfb8bc100421c2737b6,89801,chapeco,SC
S0215,f4c4daa86e30c7e5a553a8d518ac03a5,85801,cascavel,PR
S1783,398cb257329ef7af7f1943a8974a3cbc,40285,salvador,BA
S0527,4003520d80d0bad1d5623f7aa3c63cda,20520,rio de janeiro,RJ
S1162,3289d8c3eef4873f91ce0b1343c0dd58,11701,praia grande,SP
S1677,b0f2a6122a90a93eb03e68653dd960e3,80710,curitiba,PR
S2800,6c1b6d0c604b776f844125f911eb7377,5051,sao paulo,SP
S1431,c4af86330efa7a2620772227d2d670c9,8840,mogi das cruzes,SP
S1961,a888faf2d1baececa6baf9c3d603ee1f,87502,umuarama,PR
S0760,681fce914360217db47784ae28905a96,83709,araucaria,PR
S2948,31be790e64fc99f8ff48ec2bd18a3104,9690,sao bernardo do campo,SP
S0837,7b3447b497e55af8c15fc7bd89d7b81a,8225,sao paulo,SP
S1343,e560e4022d8f7aebf155db95946c5c0f,31110,belo horizonte,MG
S0989,2f9b7ce230a057a98a9f5df5893ee36c,6460,barueri,SP
S2740,41b39e28db005d9731d9d485a83b4c38,9220,santo andre,SP
S2257,809413606dbfe5deefd2db646693ef67,4602,sao paulo,SP
S0127,609e1a9a6c2539919b8205cf7c4e6ff0,88359,brusque,SC
S2401,c3e2398fcc7e581cda2e546557bf6968,4781,sao paulo,SP
S0673,740205fedfe4e90ca6857bc77db0f2b4,95055,caxias do sul,SP
S2678,c79151301b9d90985d1fa52879213105,87083,maringa,PR
S2736,3e46a38ee171c503c3b4a3f23fe3bf0c,18040,sorocaba,SP
S0551,3d4b1ae7539303b5704493798893e82c,3244,sao paulo,SP
S2634,bdf0d02d36a1d839d0c39c4a887cdd49,16200,birigui,SP
S2864,65a7c0788e4d632ccb5e1b594b87f0bb,5782,sao paulo,SP
S0014,d7f1cfc638473be93baedbfd02208016,26112,belford roxo,RJ
S2591,001cca7ae9ae17fb1caed9dfb1094831,29156,cariacica,ES
S1875,7f35f9daf223da737b78738fbae4d977,13272,valinhos,SP
S2464,2eb70248d66e0e3ef83659f71b244378,13101,campinas,SP
S0074,6061155addc1e54b4cfb51c1c2a32ad8,13043,campinas,SP
S0913,8b87cd0d43d49b9bdf40f56229364d59,4111,sao paulo,SP
S0701,52a50b42accf164f9f019941e5759d9b,13820,monte alegre do sul,SP
S2669,c6bda72e4dbf5c5866b13cb1810c6d03,3087,sao paulo,SP
S2857,270572bb714b00531be85e16e1550f26,9370,maua,SP
S2617,16bdc8cefd0e32a6f0824d296c5ad14a,12903,sp,SP
S2389,4a82c4af97ffc0fb2dc26bfdc03b1842,35590,lagoa da prata,MG
S1638,3985a3c45be355a4c57fde108bfabd1c,95690,rolante,RS
S2988,07e8e8fc5222bb358e6f259da3197074,4216,sao paulo,SP
S0198,cd06602b43d8800bd0afad514919d35c,4119,sao paulo,SP
S2473,8f0fbe2cd4d472157dc1cdef6edecaa9,2755,sao paulo,SP
S0286,f44b6f775a2b390380e0e30b5c9d3eee,3057,sao paulo,SP
S1332,365e4bce19bda0082c3d15d83fdb8bcd,9570,sao caetano do sul,SP
S3079,2e0dba2da448400b1c11d7b4b22f32a4,9070,santo andre,SP
S2733,e882b2a25a10b9c057cc49695f222c19,25963,teresopolis,RJ
S1666,734def04b237117a09321dd6d8f3f2a2,13604,araras,SP
S1373,28c7d8743fbc8679f484868cc0fcaefb,18480,itaporanga,SP
S0449,9baf5cb77970f539089d09a38bcec5c3,13330,indaiatuba,SP
S1030,e3dd723429d1b23614b7fa85e2c7a853,9810,sao bernardo do campo,SP
S3006,f4a04f7be452aa3bb31760bf00055dd0,9010,santo andre,SP
S1409,dbc22125167c298ef99da25668e1011f,37564,borda da mata,MG
S2202,bc302730ea8cf49b5c74f579febb5bbf,13015,campinas,SP
S0488,e64ddbe1cbcf4f2fc3092b7c481f3f9d,3513,sao paulo,SP
S1631,56e361f411e38dcef17cdc2a3d99628b,7113,guarulhos,SP
