,customer_unique_id,Number of Reviews,Average Review Ratings,satprediction
9167,C09434,1,5.0, Satisfied
9168,C09435,1,5.0, Satisfied
9169,C09436,4,4.5, Satisfied
9170,C09437,2,2.0,Unsatisfied
9171,C09438,1,5.0, Satisfied
9172,C09440,1,5.0, Satisfied
9173,C09441,1,4.0, Satisfied
9174,C09442,1,5.0, Satisfied
9175,C09443,1,4.0, Satisfied
9176,C09444,1,3.0,Unsatisfied
9177,C09445,1,4.0, Satisfied
9178,C09446,1,1.0,Unsatisfied
9179,C09447,1,5.0, Satisfied
9180,C09448,2,5.0, Satisfied
9181,C09449,1,3.0,Unsatisfied
9182,C09450,1,5.0, Satisfied
9183,C09451,1,4.0, Satisfied
9184,C09452,2,1.0,Unsatisfied
9185,C09453,1,5.0, Satisfied
9186,C09454,1,2.0,Unsatisfied
9187,C09455,1,3.0,Unsatisfied
9188,C09456,2,5.0, Satisfied
9189,C09457,1,4.0, Satisfied
9190,C09458,1,4.0, Satisfied
9191,C09459,1,4.0, Satisfied
9192,C09461,1,4.0, Satisfied
9193,C09462,1,5.0, Satisfied
9194,C09463,1,3.0,Unsatisfied
9195,C09464,2,5.0, Satisfied
9196,C09465,1,4.0, Satisfied
9197,C09466,1,4.0, Satisfied
9198,C09467,2,2.0,Unsatisfied
9199,C09468,1,4.0, Satisfied
9200,C09469,1,5.0, Satisfied
9201,C09470,1,5.0, Satisfied
9202,C09471,1,1.0,Unsatisfied
9203,C09472,2,3.0,Unsatisfied
9204,C09473,1,1.0,Unsatisfied
9205,C09474,1,5.0, Satisfied
9206,C09475,1,4.0, Satisfied
9207,C09476,1,5.0, Satisfied
9208,C09477,1,3.0,Unsatisfied
9209,C09478,1,5.0, Satisfied
9210,C09479,1,3.0,Unsatisfied
9211,C09480,1,4.0, Satisfied
9212,C09481,1,5.0, Satisfied
9213,C09482,1,4.0, Satisfied
9214,C09483,2,5.0, Satisfied
9215,C09484,1,5.0, Satisfied
9216,C09485,1,5.0, Satisfied
9217,C09486,1,5.0, Satisfied
9218,C09487,2,3.0,Unsatisfied
9219,C09488,1,5.0, Satisfied
9220,C09489,1,1.0,Unsatisfied
9221,C09490,1,1.0,Unsatisfied
9222,C09491,1,5.0, Satisfied
9223,C09492,1,4.0, Satisfied
9224,C09493,1,2.0,Unsatisfied
9225,C09494,1,5.0, Satisfied
9226,C09495,1,3.0,Unsatisfied
9227,C09496,1,3.0,Unsatisfied
9228,C09497,1,4.0, Satisfied
9229,C09498,1,3.0,Unsatisfied
9230,C09499,1,4.0, Satisfied
9231,C09500,1,4.0, Satisfied
9232,C09501,1,5.0, Satisfied
9233,C09502,1,5.0, Satisfied
9234,C09503,2,5.0, Satisfied
9235,C09504,1,5.0, Satisfied
9236,C09505,1,5.0, Satisfied
9237,C09506,1,1.0,Unsatisfied
9238,C09507,2,5.0, Satisfied
9239,C09508,1,5.0, Satisfied
9240,C09509,1,5.0, Satisfied
9241,C09511,1,4.0, Satisfied
9242,C09512,1,4.0, Satisfied
9243,C09513,1,5.0, Satisfied
9244,C09514,1,3.0,Unsatisfied
9245,C09515,1,4.0, Satisfied
9246,C09516,1,5.0, Satisfied
9247,C09517,1,2.0,Unsatisfied
9248,C09518,1,3.0,Unsatisfied
9249,C09519,1,5.0, Satisfied
9250,C09520,2,4.0, Satisfied
9251,C09521,1,4.0, Satisfied
9252,C09522,1,5.0, Satisfied
9253,C09523,1,5.0, Satisfied
9254,C09524,1,5.0, Satisfied
9255,C09525,1,3.0,Unsatisfied
9256,C09526,1,5.0, Satisfied
9257,C09527,1,4.0, Satisfied
9258,C09528,1,4.0, Satisfied
9259,C09529,1,5.0, Satisfied
9260,C09530,1,1.0,Unsatisfied
9261,C09531,1,5.0, Satisfied
9262,C09532,1,5.0, Satisfied
9263,C09533,1,5.0, Satisfied
9264,C09534,1,5.0, Satisfied
9265,C09535,2,5.0, Satisfied
9266,C09536,1,5.0, Satisfied
9267,C09537,2,1.0,Unsatisfied
9268,C09539,1,5.0, Satisfied
9269,C09540,1,3.0,Unsatisfied
9270,C09541,1,5.0, Satisfied
9271,C09542,1,5.0, Satisfied
9272,C09543,1,5.0, Satisfied
9273,C09544,1,5.0, Satisfied
9274,C09545,1,5.0, Satisfied
9275,C09546,1,5.0, Satisfied
9276,C09547,1,1.0,Unsatisfied
9277,C09548,1,5.0, Satisfied
9278,C09549,1,1.0,Unsatisfied
9279,C09550,1,1.0,Unsatisfied
9280,C09551,2,5.0, Satisfied
9281,C09552,1,5.0, Satisfied
9282,C09553,1,4.0, Satisfied
9283,C09554,3,1.0,Unsatisfied
9284,C09555,1,5.0, Satisfied
9285,C09556,1,4.0, Satisfied
9286,C09557,1,5.0, Satisfied
9287,C09558,1,5.0, Satisfied
9288,C09559,1,4.0, Satisfied
9289,C09560,1,5.0, Satisfied
9290,C09561,1,4.0, Satisfied
9291,C09562,1,4.0, Satisfied
9292,C09563,1,5.0, Satisfied
9293,C09564,1,5.0, Satisfied
9294,C09565,1,5.0, Satisfied
9295,C09566,1,5.0, Satisfied
9296,C09567,2,4.0, Satisfied
9297,C09568,1,5.0, Satisfied
9298,C09569,1,2.0,Unsatisfied
9299,C09570,1,5.0, Satisfied
9300,C09571,1,5.0, Satisfied
9301,C09572,1,5.0, Satisfied
9302,C09573,1,1.0,Unsatisfied
9303,C09574,1,5.0, Satisfied
9304,C09575,1,5.0, Satisfied
9305,C09576,1,5.0, Satisfied
9306,C09577,1,4.0, Satisfied
9307,C09578,1,2.0,Unsatisfied
9308,C09579,1,5.0, Satisfied
9309,C09581,1,5.0, Satisfied
9310,C09582,1,5.0, Satisfied
9311,C09583,2,3.0,Unsatisfied
9312,C09584,1,5.0, Satisfied
9313,C09585,1,5.0, Satisfied
9314,C09586,1,5.0, Satisfied
9315,C09587,1,5.0, Satisfied
9316,C09588,1,3.0,Unsatisfied
9317,C09589,4,4.0, Satisfied
9318,C09590,3,5.0, Satisfied
9319,C09591,1,5.0, Satisfied
9320,C09592,1,5.0, Satisfied
9321,C09593,2,5.0, Satisfied
9322,C09594,1,5.0, Satisfied
9323,C09595,1,3.0,Unsatisfied
9324,C09596,1,5.0, Satisfied
9325,C09597,1,5.0, Satisfied
9326,C09598,2,3.0,Unsatisfied
9327,C09599,1,5.0, Satisfied
9328,C09600,1,5.0, Satisfied
9329,C09601,1,5.0, Satisfied
9330,C09602,1,5.0, Satisfied
9331,C09603,1,1.0,Unsatisfied
9332,C09604,1,3.0,Unsatisfied
9333,C09605,1,5.0, Satisfied
9334,C09606,1,5.0, Satisfied
9335,C09607,1,5.0, Satisfied
9336,C09608,2,4.0, Satisfied
9337,C09609,1,2.0,Unsatisfied
9338,C09610,1,4.0, Satisfied
9339,C09611,1,5.0, Satisfied
9340,C09612,1,5.0, Satisfied
9341,C09613,1,3.0,Unsatisfied
9342,C09614,1,1.0,Unsatisfied
9343,C09615,1,5.0, Satisfied
9344,C09616,2,5.0, Satisfied
9345,C09617,1,5.0, Satisfied
9346,C09618,1,5.0, Satisfied
9347,C09619,1,5.0, Satisfied
9348,C09620,1,5.0, Satisfied
9349,C09621,1,3.0,Unsatisfied
9350,C09622,1,5.0, Satisfied
9351,C09623,1,4.0, Satisfied
9352,C09624,1,3.0,Unsatisfied
9353,C09625,1,5.0, Satisfied
9354,C09626,1,3.0,Unsatisfied
9355,C09627,1,4.0, Satisfied
9356,C09628,1,5.0, Satisfied
9357,C09629,1,5.0, Satisfied
9358,C09630,1,3.0,Unsatisfied
9359,C09631,1,5.0, Satisfied
9360,C09632,1,2.0,Unsatisfied
9361,C09633,1,4.0, Satisfied
9362,C09634,1,5.0, Satisfied
9363,C09635,1,4.0, Satisfied
9364,C09636,1,5.0, Satisfied
9365,C09637,2,5.0, Satisfied
9366,C09638,1,5.0, Satisfied
9367,C09639,1,5.0, Satisfied
9368,C09640,1,5.0, Satisfied
9369,C09641,1,5.0, Satisfied
9370,C09642,1,4.0, Satisfied
9371,C09643,1,5.0, Satisfied
9372,C09644,1,3.0,Unsatisfied
9373,C09645,1,3.0,Unsatisfied
9374,C09646,1,5.0, Satisfied
9375,C09647,1,5.0, Satisfied
9376,C09648,1,5.0, Satisfied
9377,C09649,1,1.0,Unsatisfied
9378,C09650,1,5.0, Satisfied
9379,C09651,1,2.0,Unsatisfied
9380,C09652,1,5.0, Satisfied
9381,C09653,1,5.0, Satisfied
9382,C09654,1,5.0, Satisfied
9383,C09655,1,5.0, Satisfied
9384,C09656,1,5.0, Satisfied
9385,C09657,1,5.0, Satisfied
9386,C09658,1,5.0, Satisfied
9387,C09659,1,4.0, Satisfied
9388,C09660,1,4.0, Satisfied
9389,C09661,1,3.0,Unsatisfied
9390,C09662,1,4.0, Satisfied
9391,C09663,7,5.0, Satisfied
9392,C09664,1,1.0,Unsatisfied
9393,C09665,1,5.0, Satisfied
9394,C09666,1,5.0, Satisfied
9395,C09667,1,3.0,Unsatisfied
9396,C09668,1,5.0, Satisfied
9397,C09669,1,5.0, Satisfied
9398,C09670,1,2.0,Unsatisfied
9399,C09671,2,5.0, Satisfied
9400,C09672,1,5.0, Satisfied
9401,C09673,1,5.0, Satisfied
9402,C09674,1,5.0, Satisfied
9403,C09675,1,5.0, Satisfied
9404,C09676,1,1.0,Unsatisfied
9405,C09677,1,4.0, Satisfied
9406,C09678,1,1.0,Unsatisfied
9407,C09679,1,5.0, Satisfied
9408,C09680,1,4.0, Satisfied
9409,C09681,1,4.0, Satisfied
9410,C09682,1,5.0, Satisfied
9411,C09683,1,3.0,Unsatisfied
9412,C09684,7,4.0, Satisfied
9413,C09685,2,4.0, Satisfied
9414,C09686,1,5.0, Satisfied
9415,C09687,1,4.0, Satisfied
9416,C09688,1,5.0, Satisfied
9417,C09689,1,4.0, Satisfied
9418,C09690,1,1.0,Unsatisfied
9419,C09691,1,3.0,Unsatisfied
9420,C09692,1,5.0, Satisfied
9421,C09693,1,5.0, Satisfied
9422,C09694,1,2.0,Unsatisfied
9423,C09695,1,5.0, Satisfied
9424,C09696,1,5.0, Satisfied
9425,C09697,1,5.0, Satisfied
9426,C09698,1,5.0, Satisfied
9427,C09699,1,5.0, Satisfied
9428,C09700,1,5.0, Satisfied
9429,C09702,1,4.0, Satisfied
9430,C09703,2,5.0, Satisfied
9431,C09704,1,2.0,Unsatisfied
9432,C09705,1,1.0,Unsatisfied
9433,C09706,2,5.0, Satisfied
9434,C09707,1,4.0, Satisfied
9435,C09708,1,5.0, Satisfied
9436,C09709,1,4.0, Satisfied
9437,C09710,1,5.0, Satisfied
9438,C09711,1,2.0,Unsatisfied
9439,C09712,1,4.0, Satisfied
9440,C09713,1,5.0, Satisfied
9441,C09714,1,1.0,Unsatisfied
9442,C09715,3,4.333333333333333, Satisfied
9443,C09716,1,4.0, Satisfied
9444,C09717,1,5.0, Satisfied
9445,C09718,1,5.0, Satisfied
9446,C09719,1,1.0,Unsatisfied
9447,C09720,1,4.0, Satisfied
9448,C09721,1,1.0,Unsatisfied
9449,C09722,1,1.0,Unsatisfied
9450,C09723,2,1.0,Unsatisfied
9451,C09724,1,5.0, Satisfied
9452,C09725,1,5.0, Satisfied
9453,C09726,2,4.0, Satisfied
9454,C09727,1,5.0, Satisfied
9455,C09728,1,5.0, Satisfied
9456,C09729,1,5.0, Satisfied
9457,C09730,2,4.0, Satisfied
9458,C09731,1,5.0, Satisfied
9459,C09732,1,1.0,Unsatisfied
9460,C09733,1,5.0, Satisfied
9461,C09734,1,4.0, Satisfied
9462,C09735,1,5.0, Satisfied
9463,C09736,1,4.0, Satisfied
9464,C09737,1,1.0,Unsatisfied
9465,C09738,1,1.0,Unsatisfied
9466,C09739,1,5.0, Satisfied
9467,C09740,1,5.0, Satisfied
9468,C09741,1,1.0,Unsatisfied
9469,C09742,1,5.0, Satisfied
9470,C09743,1,5.0, Satisfied
9471,C09744,1,5.0, Satisfied
9472,C09745,1,5.0, Satisfied
9473,C09746,2,1.0,Unsatisfied
9474,C09747,1,5.0, Satisfied
9475,C09748,1,4.0, Satisfied
9476,C09749,1,3.0,Unsatisfied
9477,C09750,1,1.0,Unsatisfied
9478,C09751,1,1.0,Unsatisfied
9479,C09752,1,5.0, Satisfied
9480,C09753,1,5.0, Satisfied
9481,C09754,2,4.0, Satisfied
9482,C09755,1,5.0, Satisfied
9483,C09756,1,5.0, Satisfied
9484,C09757,1,2.0,Unsatisfied
9485,C09758,1,4.0, Satisfied
9486,C09759,1,5.0, Satisfied
9487,C09760,1,4.0, Satisfied
9488,C09761,1,3.0,Unsatisfied
9489,C09762,1,3.0,Unsatisfied
9490,C09763,1,5.0, Satisfied
9491,C09764,2,5.0, Satisfied
9492,C09765,1,5.0, Satisfied
9493,C09766,1,5.0, Satisfied
9494,C09767,1,5.0, Satisfied
9495,C09768,1,5.0, Satisfied
9496,C09769,1,5.0, Satisfied
9497,C09770,1,5.0, Satisfied
9498,C09771,1,3.0,Unsatisfied
9499,C09772,1,5.0, Satisfied
9500,C09773,3,3.0,Unsatisfied
9501,C09774,4,5.0, Satisfied
9502,C09775,1,1.0,Unsatisfied
9503,C09776,2,5.0, Satisfied
9504,C09777,1,2.0,Unsatisfied
9505,C09779,1,1.0,Unsatisfied
9506,C09780,1,5.0, Satisfied
9507,C09781,3,4.0, Satisfied
9508,C09782,1,4.0, Satisfied
9509,C09783,2,1.0,Unsatisfied
9510,C09785,1,1.0,Unsatisfied
9511,C09786,1,5.0, Satisfied
9512,C09787,1,5.0, Satisfied
9513,C09788,1,5.0, Satisfied
9514,C09789,1,5.0, Satisfied
9515,C09790,1,5.0, Satisfied
9516,C09791,1,5.0, Satisfied
9517,C09792,1,4.0, Satisfied
9518,C09793,1,3.0,Unsatisfied
9519,C09794,1,3.0,Unsatisfied
9520,C09795,7,2.4285714285714284,Unsatisfied
9521,C09796,1,5.0, Satisfied
9522,C09797,1,4.0, Satisfied
9523,C09798,1,3.0,Unsatisfied
9524,C09799,2,5.0, Satisfied
9525,C09800,1,5.0, Satisfied
9526,C09801,1,5.0, Satisfied
9527,C09802,1,4.0, Satisfied
9528,C09803,5,3.4, Satisfied
9529,C09804,1,5.0, Satisfied
9530,C09805,2,5.0, Satisfied
9531,C09806,1,2.0,Unsatisfied
9532,C09807,1,4.0, Satisfied
9533,C09808,2,4.0, Satisfied
9534,C09809,1,3.0,Unsatisfied
9535,C09810,1,5.0, Satisfied
9536,C09811,1,5.0, Satisfied
9537,C09812,1,5.0, Satisfied
9538,C09813,1,5.0, Satisfied
9539,C09814,1,5.0, Satisfied
9540,C09815,1,5.0, Satisfied
9541,C09816,1,3.0,Unsatisfied
9542,C09817,1,5.0, Satisfied
9543,C09818,1,5.0, Satisfied
9544,C09819,1,3.0,Unsatisfied
9545,C09820,1,5.0, Satisfied
9546,C09822,1,5.0, Satisfied
9547,C09823,1,5.0, Satisfied
9548,C09824,1,4.0, Satisfied
9549,C09825,1,5.0, Satisfied
9550,C09826,2,1.0,Unsatisfied
9551,C09827,1,1.0,Unsatisfied
9552,C09828,2,5.0, Satisfied
9553,C09829,1,5.0, Satisfied
9554,C09831,1,1.0,Unsatisfied
9555,C09832,1,5.0, Satisfied
9556,C09833,1,5.0, Satisfied
9557,C09834,1,5.0, Satisfied
9558,C09835,2,1.0,Unsatisfied
9559,C09836,1,5.0, Satisfied
9560,C09837,3,5.0, Satisfied
9561,C09838,1,3.0,Unsatisfied
9562,C09839,1,2.0,Unsatisfied
9563,C09840,1,5.0, Satisfied
9564,C09841,1,5.0, Satisfied
9565,C09842,1,4.0, Satisfied
9566,C09843,1,5.0, Satisfied
9567,C09844,1,3.0,Unsatisfied
9568,C09846,1,5.0, Satisfied
9569,C09847,1,4.0, Satisfied
9570,C09848,1,3.0,Unsatisfied
9571,C09849,1,5.0, Satisfied
9572,C09850,1,5.0, Satisfied
9573,C09851,1,2.0,Unsatisfied
9574,C09852,1,5.0, Satisfied
9575,C09853,1,3.0,Unsatisfied
9576,C09854,1,5.0, Satisfied
9577,C09855,1,5.0, Satisfied
9578,C09856,1,5.0, Satisfied
9579,C09857,1,5.0, Satisfied
9580,C09858,1,5.0, Satisfied
9581,C09859,1,3.0,Unsatisfied
9582,C09860,1,5.0, Satisfied
9583,C09861,1,1.0,Unsatisfied
9584,C09862,1,1.0,Unsatisfied
9585,C09863,2,1.0,Unsatisfied
9586,C09864,1,5.0, Satisfied
9587,C09865,1,5.0, Satisfied
9588,C09866,1,3.0,Unsatisfied
9589,C09867,1,4.0, Satisfied
9590,C09868,1,2.0,Unsatisfied
9591,C09869,1,5.0, Satisfied
9592,C09870,1,5.0, Satisfied
9593,C09871,1,4.0, Satisfied
9594,C09872,1,5.0, Satisfied
9595,C09873,1,5.0, Satisfied
9596,C09874,1,4.0, Satisfied
9597,C09875,1,5.0, Satisfied
9598,C09876,1,5.0, Satisfied
9599,C09877,1,1.0,Unsatisfied
9600,C09878,1,5.0, Satisfied
9601,C09879,1,5.0, Satisfied
9602,C09880,1,1.0,Unsatisfied
9603,C09881,1,5.0, Satisfied
9604,C09882,1,4.0, Satisfied
9605,C09883,4,5.0, Satisfied
9606,C09884,5,5.0, Satisfied
9607,C09885,1,5.0, Satisfied
9608,C09886,1,5.0, Satisfied
9609,C09887,1,5.0, Satisfied
9610,C09888,1,5.0, Satisfied
9611,C09889,1,5.0, Satisfied
9612,C09890,1,5.0, Satisfied
9613,C09891,1,4.0, Satisfied
9614,C09892,1,5.0, Satisfied
9615,C09893,1,5.0, Satisfied
9616,C09894,1,5.0, Satisfied
9617,C09895,1,1.0,Unsatisfied
9618,C09896,2,1.0,Unsatisfied
9619,C09897,1,5.0, Satisfied
9620,C09898,1,5.0, Satisfied
9621,C09899,1,5.0, Satisfied
9622,C09900,1,4.0, Satisfied
9623,C09901,1,4.0, Satisfied
9624,C09902,1,4.0, Satisfied
9625,C09903,1,1.0,Unsatisfied
9626,C09904,1,5.0, Satisfied
9627,C09905,1,1.0,Unsatisfied
9628,C09906,1,5.0, Satisfied
9629,C09907,1,5.0, Satisfied
9630,C09908,1,4.0, Satisfied
9631,C09909,1,5.0, Satisfied
9632,C09910,2,2.5,Unsatisfied
9633,C09911,1,5.0, Satisfied
9634,C09912,1,5.0, Satisfied
9635,C09913,1,4.0, Satisfied
9636,C09914,1,5.0, Satisfied
9637,C09915,1,4.0, Satisfied
9638,C09916,1,2.0,Unsatisfied
9639,C09917,1,5.0, Satisfied
9640,C09918,1,4.0, Satisfied
9641,C09919,1,5.0, Satisfied
9642,C09920,3,5.0, Satisfied
9643,C09921,1,4.0, Satisfied
9644,C09922,1,5.0, Satisfied
9645,C09923,1,5.0, Satisfied
9646,C09924,2,2.0,Unsatisfied
9647,C09925,1,5.0, Satisfied
9648,C09926,1,5.0, Satisfied
9649,C09927,1,5.0, Satisfied
9650,C09928,1,5.0, Satisfied
9651,C09929,1,5.0, Satisfied
9652,C09930,1,5.0, Satisfied
9653,C09931,1,3.0,Unsatisfied
9654,C09932,1,1.0,Unsatisfied
9655,C09933,1,5.0, Satisfied
9656,C09934,1,2.0,Unsatisfied
9657,C09935,1,3.0,Unsatisfied
9658,C09936,1,1.0,Unsatisfied
9659,C09937,1,5.0, Satisfied
9660,C09938,1,4.0, Satisfied
9661,C09939,1,1.0,Unsatisfied
9662,C09940,1,5.0, Satisfied
9663,C09941,1,4.0, Satisfied
9664,C09942,1,5.0, Satisfied
9665,C09943,1,4.0, Satisfied
9666,C09944,1,1.0,Unsatisfied
9667,C09945,1,5.0, Satisfied
9668,C09946,1,5.0, Satisfied
9669,C09947,1,5.0, Satisfied
9670,C09948,1,4.0, Satisfied
9671,C09949,1,5.0, Satisfied
9672,C09950,2,4.0, Satisfied
9673,C09951,1,5.0, Satisfied
9674,C09952,2,4.0, Satisfied
9675,C09953,1,5.0, Satisfied
9676,C09954,2,4.0, Satisfied
9677,C09955,1,4.0, Satisfied
9678,C09956,1,3.0,Unsatisfied
9679,C09957,1,1.0,Unsatisfied
9680,C09958,1,5.0, Satisfied
9681,C09959,1,5.0, Satisfied
9682,C09960,1,5.0, Satisfied
9683,C09961,1,5.0, Satisfied
9684,C09962,1,5.0, Satisfied
9685,C09963,1,1.0,Unsatisfied
9686,C09964,2,1.0,Unsatisfied
9687,C09965,2,3.0,Unsatisfied
9688,C09966,1,5.0, Satisfied
9689,C09967,4,3.0,Unsatisfied
9690,C09968,1,4.0, Satisfied
9691,C09969,1,4.0, Satisfied
9692,C09970,1,3.0,Unsatisfied
9693,C09971,1,5.0, Satisfied
9694,C09972,1,5.0, Satisfied
9695,C09973,1,4.0, Satisfied
9696,C09974,1,5.0, Satisfied
9697,C09975,1,5.0, Satisfied
9698,C09976,1,2.0,Unsatisfied
9699,C09977,1,5.0, Satisfied
9700,C09978,3,2.0,Unsatisfied
9701,C09979,1,5.0, Satisfied
9702,C09980,1,5.0, Satisfied
9703,C09981,1,5.0, Satisfied
9704,C09982,1,5.0, Satisfied
9705,C09983,1,5.0, Satisfied
9706,C09984,1,5.0, Satisfied
9707,C09985,1,5.0, Satisfied
9708,C09986,1,5.0, Satisfied
9709,C09987,1,5.0, Satisfied
9710,C09988,1,5.0, Satisfied
9711,C09989,1,5.0, Satisfied
9712,C09990,1,5.0, Satisfied
9713,C09991,3,5.0, Satisfied
9714,C09992,1,4.0, Satisfied
9715,C09993,1,4.0, Satisfied
9716,C09994,1,5.0, Satisfied
9717,C09995,1,5.0, Satisfied
9718,C09996,1,4.0, Satisfied
9719,C09997,1,4.0, Satisfied
9720,C09998,1,4.0, Satisfied
9721,C09999,1,1.0,Unsatisfied
9722,C10000,1,5.0, Satisfied
9723,C10001,1,5.0, Satisfied
9724,C10002,1,4.0, Satisfied
9725,C10003,1,1.0,Unsatisfied
9726,C10004,2,3.0,Unsatisfied
9727,C10005,1,1.0,Unsatisfied
9728,C10006,1,4.0, Satisfied
9729,C10007,1,5.0, Satisfied
9730,C10008,1,3.0,Unsatisfied
9731,C10009,1,5.0, Satisfied
9732,C10010,1,5.0, Satisfied
9733,C10011,1,1.0,Unsatisfied
9734,C10012,1,3.0,Unsatisfied
9735,C10013,1,1.0,Unsatisfied
9736,C10014,1,4.0, Satisfied
9737,C10015,1,5.0, Satisfied
9738,C10016,1,5.0, Satisfied
9739,C10017,1,5.0, Satisfied
9740,C10018,1,5.0, Satisfied
9741,C10019,1,3.0,Unsatisfied
9742,C10020,1,1.0,Unsatisfied
9743,C10021,1,5.0, Satisfied
9744,C10022,1,1.0,Unsatisfied
9745,C10023,1,5.0, Satisfied
9746,C10024,2,5.0, Satisfied
9747,C10025,2,5.0, Satisfied
9748,C10026,10,5.0, Satisfied
9749,C10027,1,5.0, Satisfied
9750,C10029,1,5.0, Satisfied
9751,C10030,1,3.0,Unsatisfied
9752,C10031,1,5.0, Satisfied
9753,C10032,1,4.0, Satisfied
9754,C10033,1,5.0, Satisfied
9755,C10034,2,4.0, Satisfied
9756,C10035,1,5.0, Satisfied
9757,C10036,1,2.0,Unsatisfied
9758,C10038,1,5.0, Satisfied
9759,C10039,2,5.0, Satisfied
9760,C10040,1,4.0, Satisfied
9761,C10041,1,5.0, Satisfied
9762,C10042,1,5.0, Satisfied
9763,C10043,1,5.0, Satisfied
9764,C10044,2,5.0, Satisfied
9765,C10045,1,4.0, Satisfied
9766,C10046,2,3.0,Unsatisfied
9767,C10047,1,5.0, Satisfied
9768,C10048,1,5.0, Satisfied
9769,C10049,2,2.0,Unsatisfied
9770,C10050,1,5.0, Satisfied
9771,C10051,1,5.0, Satisfied
9772,C10052,1,4.0, Satisfied
9773,C10053,2,5.0, Satisfied
9774,C10054,1,5.0, Satisfied
9775,C10055,1,5.0, Satisfied
9776,C10056,1,1.0,Unsatisfied
9777,C10057,1,4.0, Satisfied
9778,C10058,1,5.0, Satisfied
9779,C10059,1,3.0,Unsatisfied
9780,C10060,2,1.0,Unsatisfied
9781,C10061,1,4.0, Satisfied
9782,C10062,1,5.0, Satisfied
9783,C10063,1,4.0, Satisfied
9784,C10064,1,4.0, Satisfied
9785,C10065,1,5.0, Satisfied
9786,C10066,2,3.0,Unsatisfied
9787,C10067,1,4.0, Satisfied
9788,C10068,1,5.0, Satisfied
9789,C10069,2,5.0, Satisfied
9790,C10070,2,5.0, Satisfied
9791,C10071,2,3.0,Unsatisfied
9792,C10072,2,3.0,Unsatisfied
9793,C10073,1,5.0, Satisfied
9794,C10074,1,4.0, Satisfied
9795,C10075,2,3.0,Unsatisfied
9796,C10076,3,4.0, Satisfied
9797,C10077,1,5.0, Satisfied
9798,C10078,1,5.0, Satisfied
9799,C10079,1,4.0, Satisfied
9800,C10080,1,3.0,Unsatisfied
9801,C10081,1,5.0, Satisfied
9802,C10082,1,3.0,Unsatisfied
9803,C10083,1,5.0, Satisfied
9804,C10084,1,4.0, Satisfied
9805,C10085,1,5.0, Satisfied
9806,C10086,1,2.0,Unsatisfied
9807,C10087,1,5.0, Satisfied
9808,C10088,2,5.0, Satisfied
9809,C10089,2,5.0, Satisfied
9810,C10090,1,5.0, Satisfied
9811,C10091,1,1.0,Unsatisfied
9812,C10092,1,4.0, Satisfied
9813,C10093,1,5.0, Satisfied
9814,C10094,1,3.0,Unsatisfied
9815,C10095,1,1.0,Unsatisfied
9816,C10096,1,5.0, Satisfied
9817,C10097,1,5.0, Satisfied
9818,C10098,1,5.0, Satisfied
9819,C10099,1,5.0, Satisfied
9820,C10100,1,4.0, Satisfied
9821,C10101,1,2.0,Unsatisfied
9822,C10102,1,5.0, Satisfied
9823,C10103,1,5.0, Satisfied
9824,C10104,1,4.0, Satisfied
9825,C10105,1,5.0, Satisfied
9826,C10106,1,5.0, Satisfied
9827,C10107,5,5.0, Satisfied
9828,C10108,1,4.0, Satisfied
9829,C10109,1,3.0,Unsatisfied
9830,C10110,1,5.0, Satisfied
9831,C10111,1,5.0, Satisfied
9832,C10112,1,5.0, Satisfied
9833,C10114,1,4.0, Satisfied
9834,C10115,1,5.0, Satisfied
9835,C10116,1,4.0, Satisfied
9836,C10117,1,3.0,Unsatisfied
9837,C10118,1,5.0, Satisfied
9838,C10119,1,5.0, Satisfied
9839,C10120,1,3.0,Unsatisfied
9840,C10121,1,5.0, Satisfied
9841,C10122,1,5.0, Satisfied
9842,C10123,1,3.0,Unsatisfied
9843,C10124,1,5.0, Satisfied
9844,C10125,1,5.0, Satisfied
9845,C10126,1,5.0, Satisfied
9846,C10127,1,3.0,Unsatisfied
9847,C10129,1,4.0, Satisfied
9848,C10130,1,5.0, Satisfied
9849,C10131,1,1.0,Unsatisfied
9850,C10132,1,5.0, Satisfied
9851,C10133,1,4.0, Satisfied
9852,C10134,1,3.0,Unsatisfied
9853,C10135,1,3.0,Unsatisfied
9854,C10136,1,1.0,Unsatisfied
9855,C10137,1,4.0, Satisfied
9856,C10138,1,4.0, Satisfied
9857,C10139,1,4.0, Satisfied
9858,C10141,1,5.0, Satisfied
9859,C10142,1,5.0, Satisfied
9860,C10143,1,1.0,Unsatisfied
9861,C10144,1,5.0, Satisfied
9862,C10145,1,1.0,Unsatisfied
9863,C10146,1,5.0, Satisfied
9864,C10147,1,5.0, Satisfied
9865,C10148,1,5.0, Satisfied
9866,C10149,1,5.0, Satisfied
9867,C10150,1,3.0,Unsatisfied
9868,C10151,3,4.0, Satisfied
9869,C10152,1,5.0, Satisfied
9870,C10153,1,5.0, Satisfied
9871,C10154,1,5.0, Satisfied
9872,C10155,1,5.0, Satisfied
9873,C10156,1,3.0,Unsatisfied
9874,C10157,2,3.0,Unsatisfied
9875,C10158,1,5.0, Satisfied
9876,C10159,1,4.0, Satisfied
9877,C10160,1,5.0, Satisfied
9878,C10161,1,4.0, Satisfied
9879,C10162,1,5.0, Satisfied
9880,C10163,1,1.0,Unsatisfied
9881,C10164,1,5.0, Satisfied
